Loop Step: 0.0310 | Loop Time: 4.60 | Pressure: 0.10 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.77 | Pressure: 1.22 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.80 | Pressure: 1.27 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.83 | Pressure: 1.38 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.87 | Pressure: 1.35 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.90 | Pressure: 0.80 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.93 | Pressure: 1.38 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.96 | Pressure: 1.37 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 6.99 | Pressure: 1.37 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.02 | Pressure: 1.42 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.05 | Pressure: 1.37 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.08 | Pressure: 1.38 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.11 | Pressure: 1.45 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.14 | Pressure: 1.42 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.18 | Pressure: 1.46 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.21 | Pressure: -0.40 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.24 | Pressure: 1.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 7.27 | Pressure: 1.41 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.30 | Pressure: 1.45 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.33 | Pressure: 1.54 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.36 | Pressure: 1.54 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.39 | Pressure: 1.59 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.42 | Pressure: 1.61 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.46 | Pressure: 1.70 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.49 | Pressure: 1.72 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.52 | Pressure: 0.11 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.55 | Pressure: 1.85 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.58 | Pressure: 1.80 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.61 | Pressure: 1.85 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.64 | Pressure: 1.91 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.67 | Pressure: 1.98 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.70 | Pressure: 1.98 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.74 | Pressure: 2.06 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.77 | Pressure: 2.05 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.80 | Pressure: 2.10 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.83 | Pressure: 2.15 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.86 | Pressure: 2.13 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.89 | Pressure: 2.14 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.92 | Pressure: 2.53 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.95 | Pressure: 2.22 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 7.98 | Pressure: 2.31 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.01 | Pressure: 2.34 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.04 | Pressure: 2.39 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.08 | Pressure: 1.38 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.11 | Pressure: 2.40 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.14 | Pressure: 2.43 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.17 | Pressure: 2.49 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.20 | Pressure: 2.58 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.23 | Pressure: 0.41 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.26 | Pressure: 2.56 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.29 | Pressure: 2.66 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.32 | Pressure: 2.63 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.36 | Pressure: 2.69 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.39 | Pressure: 2.80 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.42 | Pressure: 2.78 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.45 | Pressure: 2.80 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.48 | Pressure: 2.84 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.51 | Pressure: 2.83 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.54 | Pressure: 0.64 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.57 | Pressure: 2.93 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.60 | Pressure: 2.94 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.63 | Pressure: 2.95 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.66 | Pressure: 3.02 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.70 | Pressure: 2.97 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.73 | Pressure: 3.03 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.76 | Pressure: 2.99 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.79 | Pressure: 3.12 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.82 | Pressure: 3.06 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.85 | Pressure: 3.06 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.88 | Pressure: 3.06 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.91 | Pressure: 3.17 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.94 | Pressure: 3.15 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 8.97 | Pressure: 3.18 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.01 | Pressure: 3.26 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.04 | Pressure: 3.21 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.07 | Pressure: 3.24 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.10 | Pressure: 3.34 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.13 | Pressure: 3.29 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.16 | Pressure: 3.36 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.19 | Pressure: 3.31 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.22 | Pressure: 3.39 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.25 | Pressure: 1.68 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.29 | Pressure: 3.46 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.32 | Pressure: 3.41 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.35 | Pressure: 3.43 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.38 | Pressure: 3.35 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.41 | Pressure: 3.39 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.44 | Pressure: 3.42 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.47 | Pressure: 3.38 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.50 | Pressure: 3.40 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.53 | Pressure: 3.40 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.56 | Pressure: 1.94 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.60 | Pressure: 3.42 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.63 | Pressure: 3.41 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.66 | Pressure: 3.46 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.69 | Pressure: 3.45 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.72 | Pressure: 3.53 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.75 | Pressure: 3.82 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.78 | Pressure: 3.58 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.81 | Pressure: 3.64 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.84 | Pressure: 3.68 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.87 | Pressure: 2.63 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.90 | Pressure: 3.70 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.94 | Pressure: 3.66 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 9.97 | Pressure: 3.77 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 10.00 | Pressure: 3.77 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 10.03 | Pressure: 3.83 | Solenoid: PRESSURIZE
Loop Step: 0.0310 | Loop Time: 10.06 | Pressure: 3.83 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.09 | Pressure: 3.93 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.12 | Pressure: 3.92 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.16 | Pressure: 4.00 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.19 | Pressure: 3.94 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.22 | Pressure: 4.00 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.25 | Pressure: 4.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.28 | Pressure: 4.20 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.32 | Pressure: 4.11 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.35 | Pressure: 4.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.38 | Pressure: 3.06 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.41 | Pressure: 4.28 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.44 | Pressure: 4.31 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.48 | Pressure: 4.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.51 | Pressure: 4.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.54 | Pressure: 4.46 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.57 | Pressure: 4.41 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.60 | Pressure: 4.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.64 | Pressure: 4.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.67 | Pressure: 4.54 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.70 | Pressure: 4.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.73 | Pressure: 4.66 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.76 | Pressure: 4.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.80 | Pressure: 4.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.83 | Pressure: 4.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.86 | Pressure: 4.77 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.89 | Pressure: 3.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.92 | Pressure: 4.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.96 | Pressure: 4.83 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 10.99 | Pressure: 4.93 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.02 | Pressure: 4.98 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.05 | Pressure: 5.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.08 | Pressure: 4.98 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.12 | Pressure: 5.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.15 | Pressure: 5.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.18 | Pressure: 5.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.21 | Pressure: 5.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.24 | Pressure: 5.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.28 | Pressure: 5.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.31 | Pressure: 5.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.34 | Pressure: 5.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.37 | Pressure: 5.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.40 | Pressure: 4.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.44 | Pressure: 5.49 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.47 | Pressure: 5.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.50 | Pressure: 5.59 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.53 | Pressure: 5.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.56 | Pressure: 5.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.60 | Pressure: 5.66 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.63 | Pressure: 5.69 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.66 | Pressure: 5.74 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.69 | Pressure: 5.82 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.72 | Pressure: 5.72 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.76 | Pressure: 5.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.79 | Pressure: 5.80 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.82 | Pressure: 5.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.85 | Pressure: 5.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.88 | Pressure: 5.95 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.92 | Pressure: 6.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.95 | Pressure: 6.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 11.98 | Pressure: 5.97 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.01 | Pressure: 6.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.04 | Pressure: 6.03 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.08 | Pressure: 6.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.11 | Pressure: 6.11 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.14 | Pressure: 6.04 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.17 | Pressure: 6.11 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.20 | Pressure: 6.16 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.24 | Pressure: 6.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.27 | Pressure: 5.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.30 | Pressure: 5.93 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.33 | Pressure: 5.94 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.36 | Pressure: 5.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.40 | Pressure: 6.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.43 | Pressure: 4.95 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.46 | Pressure: 6.17 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.49 | Pressure: 6.28 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.52 | Pressure: 6.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.56 | Pressure: 6.38 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.59 | Pressure: 6.37 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.62 | Pressure: 6.51 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.65 | Pressure: 6.54 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.68 | Pressure: 6.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.72 | Pressure: 6.69 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.75 | Pressure: 6.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.78 | Pressure: 6.75 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.81 | Pressure: 6.85 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.84 | Pressure: 6.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.88 | Pressure: 7.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.91 | Pressure: 7.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.94 | Pressure: 7.00 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.97 | Pressure: 7.25 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.00 | Pressure: 7.23 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.04 | Pressure: 7.30 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.07 | Pressure: 7.37 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.10 | Pressure: 7.43 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.13 | Pressure: 7.35 | Solenoid: PRESSURIZE
